Partner Name,Partner Address,Partner Website,Fave Partner Site,Contact Information,Country,Location,Latitude,Longitude,Accept FavePay
Angel White Wellness,,https://www.facebook.com/Angel-White-Wellness-142818902457147/,https://myfave.com/kedah/partners/angel-white-wellness,,Malaysia,Kedah,,,false
Angelz Beauty,,,https://myfave.com/kedah/partners/angelz-beauty,,Malaysia,Kedah,,,false
Angkasa Western,"No. 82, Medan Selera Dataran Sri Angkasa, Pantai Baru, Kuala Lumpur",,https://myfave.com/kedah/partners/angkasa-western,,Malaysia,Kedah,3.109405,101.66848,true
Angry Birds Activity Park,,http://www.trulytravelmart.com.my,https://myfave.com/kedah/partners/angry-birds-activity-park,,Malaysia,Kedah,,,false
Anigood,,,https://myfave.com/kedah/partners/anigood,,Malaysia,Kedah,,,false
Anjina Curry House,"41, Jalan Bentara 1, Taman Ungku Tun Aminah, 81300 Skudai, Johor, Malaysia",,https://myfave.com/kedah/partners/anjina-curry-house,,Malaysia,Kedah,1.5192611,103.6609573,true
Anju Spa,,http://anjuspa.com/,https://myfave.com/kedah/partners/anju-spa,,Malaysia,Kedah,,,false
Anna Fitness,,https://www.facebook.com/pages/Anna-Fitness-23/239665189520189,https://myfave.com/kedah/partners/anna-fitness,,Malaysia,Kedah,,,false
Anna Nails & Beauty,,,https://myfave.com/kedah/partners/anna-nails-beauty,,Malaysia,Kedah,,,false
Ann Health Spa,,https://www.facebook.com/ANNHEALTHSPASUNGAIDUA/?ref=page_internal,https://myfave.com/kedah/partners/ann-health-spa,,Malaysia,Kedah,,,false
Ante,"1 Utama Shopping Centre (New Wing), Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",,https://myfave.com/kedah/partners/ante,,Malaysia,Kedah,3.1498863,101.61570069999993,true
Anti Ageing Hatha Yoga House,,,https://myfave.com/kedah/partners/anti-ageing-hatha-yoga-house,,Malaysia,Kedah,,,false
Anti Oxidant Centre Rejuvenate,,http://www.anti-oxidantcentre.com/,https://myfave.com/kedah/partners/anti-oxidant-centre-rejuvenate,,Malaysia,Kedah,,,false
Antonio's TTDI," 32, Jalan Wan Kadir 4, Damansara Kim, 60000 Taman Tun Dr Ismail, Wilayah Persekutuan Kuala Lumpur",,https://myfave.com/kedah/partners/antonios-ttdi,,Malaysia,Kedah,3.136429,101.630874,true
Anytime Fitness Fiesta,,http://anytimefitness.my/,https://myfave.com/kedah/partners/anytime-fitness-fiesta,,Malaysia,Kedah,,,false
Anytime Fitness Kota Kemuning,,https://www.facebook.com/anytimefitnesskotakemuning,https://myfave.com/kedah/partners/anytime-fitness-kota-kemuning,,Malaysia,Kedah,,,false
Anytime Fitness Nexis,,http://anytimefitness.my/,https://myfave.com/kedah/partners/anytime-fitness-nexis,,Malaysia,Kedah,,,false
Anytime Fitness Oasis,,http://anytimefitness.my/,https://myfave.com/kedah/partners/anytime-fitness-oasis,,Malaysia,Kedah,,,false
Anytime Fitness Qliq,,http://anytimefitness.my/,https://myfave.com/kedah/partners/anytime-fitness-qliq,,Malaysia,Kedah,,,false
Anytime Fitness Setiawangsa,,,https://myfave.com/kedah/partners/anytime-fitness-setiawangsa,,Malaysia,Kedah,,,false
Anytime Fitness Solaris,,http://anytimefitness.my/,https://myfave.com/kedah/partners/anytime-fitness-solaris,,Malaysia,Kedah,,,false
Anytime Fitness Wisma BU8,,http://anytimefitness.my/,https://myfave.com/kedah/partners/anytime-fitness-wisma-bu8,,Malaysia,Kedah,,,false
Apex Fitness,,https://www.facebook.com/apexfitnessmalaysia/timeline,https://myfave.com/kedah/partners/apex-fitness,,Malaysia,Kedah,,,false
Apex's Deli,"2, Lorong Teras Jaya 8, Kawasan Perniagaan Teras Jaya, 13400 Butterworth, Pulau Pinang, Malaysia",,https://myfave.com/kedah/partners/apexs-deli,,Malaysia,Kedah,5.4331855,100.39031550000004,true
Api Api Steamboat & Grill,,https://www.facebook.com/apiapisteamboatgrill/,https://myfave.com/kedah/partners/api-api-steamboat-grill,,Malaysia,Kedah,,,false
A Pie Thing,"128G, Jalan SS21/35, Damansara Utama, 47400 Petaling Jaya, Malaysia",https://www.facebook.com/apiething/,https://myfave.com/kedah/partners/a-pie-thing,,Malaysia,Kedah,3.133546,101.624469,true
A' Pieu,"Lot F31, At AEON Terbau City

1, Jalan Desa Terbau,

Taman Desa Terbau,

81100 Johor Bahru,

Johor, Malaysia.",https://apieumalaysia.com/,https://myfave.com/kedah/partners/a-pieu,,Malaysia,Kedah,1.5503949,103.7920487,true
Apollo Art Class @ Phileo Damansara 1,,,https://myfave.com/kedah/partners/apollo-art-class-phileo-damansara-1,,Malaysia,Kedah,,,false
A POUCH SCISSORS,,https://www.facebook.com/POUCHSCISSORS/,https://myfave.com/kedah/partners/a-pouch-scissors,,Malaysia,Kedah,,,false
Appethaizing Thai Restaurant,"63, Jalan Kuning 2, Taman Pelangi, 80400 Johor Bahru, Johor, Malaysia",https://www.facebook.com/thappethaizing/,https://myfave.com/kedah/partners/appethaizing-thai-restaurant,,Malaysia,Kedah,1.4785052,103.76654350000001,true
Apple Tech Engineering PLT,,,https://myfave.com/kedah/partners/apple-tech-engineering-plt,,Malaysia,Kedah,,,false
Apps Hotel,,http://www.appshotel.com.my/,https://myfave.com/kedah/partners/apps-hotel,,Malaysia,Kedah,,,false
APPS Hotel (Travel),,http://www.appshotel.com.my/,https://myfave.com/kedah/partners/apps-hotel-travel,,Malaysia,Kedah,,,false
Apronbay,,http://www.apronbay.com/,https://myfave.com/kedah/partners/apronbay-25965922-a86d-42ff-89a0-145c09ec8e0b,,Malaysia,Kedah,,,false
Aquaria KLCC (Zeenath Tour),,,https://myfave.com/kedah/partners/aquaria-klcc-zeenath-tour,,Malaysia,Kedah,,,false
Aqua Spa@Vangohh Eminent 时尚休闲水汇,,,https://myfave.com/kedah/partners/aqua-spavangohh-eminent-%E6%97%B6%E5%B0%9A%E4%BC%91%E9%97%B2%E6%B0%B4%E6%B1%87,,Malaysia,Kedah,,,false
Arabella Restaurant,,,https://myfave.com/kedah/partners/arabella-restaurant,,Malaysia,Kedah,,,false
B3 Lab,,,https://myfave.com/kedah/partners/b3-lab,,Malaysia,Kedah,,,false
B4ItHappens,,http://b4ithappensblog.blogspot.com/2011/11/b4ithappens-centre-at-amcorp-mall.html,https://myfave.com/kedah/partners/b4ithappens,,Malaysia,Kedah,,,false
Baan Kanom Jeen,"F07, Empire Damansara, G11, Jalan PJU 8/8, Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",,https://myfave.com/kedah/partners/baan-kanom-jeen,,Malaysia,Kedah,3.1666083,101.61188900000002,true
Baan Kanom Jeen (IOI Putrajaya),"IOI City Mall, Ioi Resort, 62502 Putrajaya",,https://myfave.com/kedah/partners/baan-kanom-jeen-ioi-putrajaya,,Malaysia,Kedah,2.970356,101.713305,true
Baan Thai Café,"2-1, Ground Floor, Persiaran Greentown 6, Greentown Business Centre Ipoh, Perak 30450",https://www.facebook.com/baanthaiipoh/,https://myfave.com/kedah/partners/baan-thai-cafe,,Malaysia,Kedah,4.5989768816689,101.09487712383,true
Babah & Co,,,https://myfave.com/kedah/partners/babah-co,,Malaysia,Kedah,,,false
Baba Nyonya By Sambal Chilli,,http://www.babanyonya.co/,https://myfave.com/kedah/partners/baba-nyonya-by-sambal-chilli,,Malaysia,Kedah,,,false
Babor Beauty Salon,,,https://myfave.com/kedah/partners/babor-beauty-salon,,Malaysia,Kedah,,,false
Babor Premium Beauty Spa,,,https://myfave.com/kedah/partners/babor-premium-beauty-spa,,Malaysia,Kedah,,,false
Babu Ice,"69, Jalan Perjiranan 15/1, Bandar Dato Onn, 81100 Johor Bahru, Johor, Malaysia",https://www.facebook.com/babuice69/,https://myfave.com/kedah/partners/babu-ice,,Malaysia,Kedah,1.5697541,103.7433466,true
BabyFace Hair Studio,,https://www.facebook.com/babyfacehairstudio/,https://myfave.com/kedah/partners/babyface-hair-studio,,Malaysia,Kedah,,,false
Baby Mart,"No100-1, Jalan PUJ 3/2, Taman Puncak Jalil, 43300 Seri Kembangan, Selangor, Malaysia",,https://myfave.com/kedah/partners/baby-mart,,Malaysia,Kedah,3.017074,101.67552679999994,true
Baby Sensory,,http://www.babysensory.com,https://myfave.com/kedah/partners/baby-sensory,,Malaysia,Kedah,,,false
Baby Sumo,"16, butterworth business city centre off jalan raja uda, 12300 butterworth penang",https://www.facebook.com/Baby-Sumo-876389545779451/,https://myfave.com/kedah/partners/baby-sumo,,Malaysia,Kedah,5.4160528,100.3815011,true
Bacchus," 52, Jalan Doraisamy, Chow Kit, 50300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",,https://myfave.com/kedah/partners/bacchus,,Malaysia,Kedah,3.1583205,101.69954150000001,true
Back To Nature,,https://www.facebook.com/MYBackToNature/,https://myfave.com/kedah/partners/back-to-nature,,Malaysia,Kedah,,,false
Bacon & Brews,,https://www.facebook.com/baconandbrews/,https://myfave.com/kedah/partners/bacon-brews,,Malaysia,Kedah,,,false
Bad Ape Yakitori,"20, Persiaran Greentown 10, Greentown Business Centre, 30450 Ipoh, Perak.",https://www.facebook.com/badapeyakitori.my/,https://myfave.com/kedah/partners/bad-ape-yakitori,,Malaysia,Kedah,4.600076,101.096094,true
Bagstra,"1-37, Jalan Puteri 4/8, Bandar Puteri, 47100 Puchong, Selangor, Malaysia",https://www.facebook.com/bagstra/,https://myfave.com/kedah/partners/bagstra,,Malaysia,Kedah,3.0158448,101.6131533,true
Baguss City Hotel,,http://bagusshotel.com/,https://myfave.com/kedah/partners/baguss-city-hotel,,Malaysia,Kedah,,,false
Baguss Hotel & Serviced Apartment,,http://bagusshotel.com/,https://myfave.com/kedah/partners/baguss-hotel-serviced-apartment,,Malaysia,Kedah,,,false
Bahagia Villa Langkawi,,http://www.hotel-bahagia.com/,https://myfave.com/kedah/partners/bahagia-villa-langkawi,,Malaysia,Kedah,,,false
Bajiwoa Studio,,,https://myfave.com/kedah/partners/bajiwoa-studio,,Malaysia,Kedah,,,false
Bake & Brew Cafe,"15, Jalan 52/8, PJ State, 46200 Petaling Jaya, Selangor.",https://www.facebook.com/bakebrewbakerycafe/,https://myfave.com/kedah/partners/bake-brew-cafe,,Malaysia,Kedah,3.098989,101.646301,true
Bake Plan,"No 36, Jalan SS 2/61, SS 2, 47300 Petaling Jaya, Selangor",,https://myfave.com/kedah/partners/bake-plan,,Malaysia,Kedah,3.117743,101.62099,true
Bakso Monster,"23a, Jalan Tun Razak, Titiwangsa Sentral, 50400",https://www.facebook.com/BaksoMonster/,https://myfave.com/kedah/partners/bakso-monster,,Malaysia,Kedah,3.172174,101.694396,true
Bali Aquatic Water Sports,,https://www.baliaquaticwatersport.com/,https://myfave.com/kedah/partners/bali-aquatic-water-sports,,Malaysia,Kedah,,,false
Baliayu Spa Sanctuary (Bangsar),,http://www.spamalaysia.com.my/,https://myfave.com/kedah/partners/baliayu-spa-sanctuary-bangsar,,Malaysia,Kedah,,,false
Baliayu Spa Sanctuary (Paradigm Mall),,http://www.spamalaysia.com.my/,https://myfave.com/kedah/partners/baliayu-spa-sanctuary-paradigm-mall,,Malaysia,Kedah,,,false
Balik Pulau,"Ampang Point, 65, Jalan Mamanda 9, Taman Dato Ahmad Razali, 68000 Ampang, Selangor",,https://myfave.com/kedah/partners/balik-pulau,,Malaysia,Kedah,3.157817,101.750964,true
Bali Sun Tours,,http://www.balisuntours.com,https://myfave.com/kedah/partners/bali-sun-tours,,Malaysia,Kedah,,,false
Balloon Two U,,,https://myfave.com/kedah/partners/balloon-two-u,,Malaysia,Kedah,,,false
Balung Farm Jungle ATV (Sabah Booking),,,https://myfave.com/kedah/partners/balung-farm-jungle-atv-sabah-booking,,Malaysia,Kedah,,,false
Bangkok2Tour,,http://bangkok2tour.com/,https://myfave.com/kedah/partners/bangkok2tour,,Malaysia,Kedah,,,false
Bangkok Garden BBQ,"62 Persiaran Gurney (1.76 km)

10250 Penang, Malaysia",https://www.facebook.com/BangkokGardenBBQ/,https://myfave.com/kedah/partners/bangkok-garden-bbq,,Malaysia,Kedah,5.4320987,100.3156277,true
Bangkok's By Cafaeyen,"2a, Jln Radin Bagus 7, Sri Petaling, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia.",https://www.facebook.com/bangkoksmalaysia/,https://myfave.com/kedah/partners/bangkoks-by-cafaeyen,,Malaysia,Kedah,3.0707974,101.69243000000006,true
Bangkok Village Thai Restaurant,"1, Jalan Gaya 1, Taman Gaya, 81800 Ulu Tiram, Johor.",https://www.facebook.com/Bangkok-Village-Thai-Restaurant-%E6%B3%B0%E7%BE%8E%E5%91%B3%E8%8A%B1%E5%9C%92%E4%B8%BB%E9%A2%98%E9%A4%90%E9%A6%86-142571965896962/,https://myfave.com/kedah/partners/bangkok-village-thai-restaurant,,Malaysia,Kedah,1.554896,103.800701,true
Bangsar Tennis Coaching,,,https://myfave.com/kedah/partners/bangsar-tennis-coaching,,Malaysia,Kedah,,,false
Ban Hin Bee (BHB),"Penang International Sports ArenaBayan Baru, 11900 Bayan Lepas, Pulau Pinang",http://www.bhb.com.my/,https://myfave.com/kedah/partners/ban-hin-bee-bhb,,Malaysia,Kedah,5.3283057,100.28087060000007,true
Bansan Bistro,"Lot UG-08, Level UG,The Sphere, No 1, Avenue 1 No, City, 8, Jalan Kerinchi, Bangsar South, 59200 Kuala Lumpur",,https://myfave.com/kedah/partners/bansan-bistro,,Malaysia,Kedah,3.111601,101.667312,true
Bao Zhan,"No. 125, Jalan Austin Heights 3, Taman Mount Austin, 81100 Johor Bahru",http://www.baozhan.com.my,https://myfave.com/kedah/partners/bao-zhan,,Malaysia,Kedah,1.561249,103.778485,true
Barat Mediterranean Vegetarian Restaurant,,https://www.facebook.com/BaratBangsar/?fref=photo,https://myfave.com/kedah/partners/barat-mediterranean-vegetarian-restaurant,,Malaysia,Kedah,,,false
Bar.B.Q TONIGHT,"Lot 1-10, The Weld Mall, Jalan Raja Chulan, 50200 Kuala Lumpur",http://www.bbqtonight.com.my,https://myfave.com/kedah/partners/barbq-tonight,,Malaysia,Kedah,3.150945,101.706659,true
Bar.Code Bangsar,"22-1, Jalan Telawi 2, Bangsar Baru, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",https://www.facebook.com/barcodebangsar/,https://myfave.com/kedah/partners/barcode-bangsar,,Malaysia,Kedah,3.1319027,101.6717851,true
Barcook Bakery,"Unit UG-7, Level Upper Ground, The Sphere No. 1, Avenue 1, Bangsar South City No. 8 Jalan Kerinchi 59200 Kuala Lumpur",http://barcookbakery.com/,https://myfave.com/kedah/partners/barcook-bakery,,Malaysia,Kedah,3.1107343,101.66760920000002,true
Bardy,"No.8, Jalan Icon City, 14000 Bukit tengah, Bukit mertajam, Penang",,https://myfave.com/kedah/partners/bardy,,Malaysia,Kedah,5.3450844,100.43453,true
Bareeseta Coffee House,"29G, Jalan Market, Ipoh Oldtown, 30000 Ipoh, Perak.",https://www.facebook.com/Bareeseta-Coffee-House-1184232321686464/,https://myfave.com/kedah/partners/bareeseta-coffee-house,,Malaysia,Kedah,4.5960046,101.0076684,true
Barista Cafe & Casa De Pizzeria,"129 Jalan Masjid, Kapitan Keling, 10500 Georgetown, Pulau Pinang.",https://www.facebook.com/baristapizzeria/?fref=ts,https://myfave.com/kedah/partners/barista-cafe-casa-de-pizzeria,,Malaysia,Kedah,5.415957,100.337321,true
Bari Uma,,,https://myfave.com/kedah/partners/bari-uma,,Malaysia,Kedah,,,false
Bark & Bean,,https://www.facebook.com/pg/barkandbean,https://myfave.com/kedah/partners/bark-bean,,Malaysia,Kedah,,,false
Barradik Gym & Fitness,,http://www.facebook.com/barradikgym,https://myfave.com/kedah/partners/barradik-gym-fitness,,Malaysia,Kedah,,,false
Bar Station SS2,,https://www.facebook.com/barstation2u/,https://myfave.com/kedah/partners/bar-station-ss2,,Malaysia,Kedah,,,false
BASAGA HOLIDAY RESIDENCES,,http://www.basaga.com,https://myfave.com/kedah/partners/basaga-holiday-residences,,Malaysia,Kedah,,,false
Basilico,"17, Jalan Austin Heights 8/1, Taman Mount Austin, 81100 Johor Bahru, Johor, Malaysia.",https://www.facebook.com/BasilicoAustin/?fref=ts,https://myfave.com/kedah/partners/basilico,,Malaysia,Kedah,1.5615798,103.7752683,true
Basil Pasta House,"No. 21, Jalan Kuchai Maju 6, Kuchai Entrepreneurs Park, Wilayah Persekutuan, 58200 Kuala Lumpur",,https://myfave.com/kedah/partners/basil-pasta-house,,Malaysia,Kedah,3.089673,101.685904,true
Bata,,https://www.bata.com.my/,https://myfave.com/kedah/partners/bata,,Malaysia,Kedah,,,false
Batik Boutique,"3-2, Jalan 26/70a, Desa Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",https://www.thebatikboutique.com/,https://myfave.com/kedah/partners/batik-boutique,,Malaysia,Kedah,3.161596,101.649741,true
Bavarian Bierhaus,,http://www.bavarianbierhaus.com/,https://myfave.com/kedah/partners/bavarian-bierhaus-7c2a2e33-87bc-4314-be31-38d504bae38f,,Malaysia,Kedah,,,false
Bavarian Bierhaus The Curve,,https://www.facebook.com/thecurvebavarianbierhaus/,https://myfave.com/kedah/partners/bavarian-bierhaus-the-curve-8883fe6d-699d-4037-bb49-952c0365e21d,,Malaysia,Kedah,,,false
Bayou Lagoon Park Resort,,http://www.bayoulagoon.com.my/,https://myfave.com/kedah/partners/bayou-lagoon-park-resort,,Malaysia,Kedah,,,false
Bayou Lagoon Park Resort (F&B),,http://www.bayoulagoon.com.my,https://myfave.com/kedah/partners/bayou-lagoon-park-resort-fb,,Malaysia,Kedah,,,false
Bayou Lagoon Park Resort (Ticket),,http://www.bayoulagoon.com.my/index.aspx?page=home,https://myfave.com/kedah/partners/bayou-lagoon-park-resort-ticket,,Malaysia,Kedah,,,false
Bayu Spa,,https://www.facebook.com/SpaBlueWaveHotel/,https://myfave.com/kedah/partners/bayu-spa,,Malaysia,Kedah,,,false
Baywash Auto Detailing Specialist Centre,,,https://myfave.com/kedah/partners/baywash-auto-detailing-specialist-centre,,Malaysia,Kedah,,,false
B.bap,"Lot GF 08, Ground Floor, NU Sentral Mall, 201, Jalan Tun Sambanthan, Brickfields, 50470 KL",https://www.facebook.com/B.bap.my/,https://myfave.com/kedah/partners/bbap,,Malaysia,Kedah,3.133484,101.687265,true
BBQ @ Benjis,,,https://myfave.com/kedah/partners/bbq-benjis,,Malaysia,Kedah,,,false
BBQ Chicken,"No.2, Jalan Midah 2, Taman Midah, 56000 Kuala Lumpur",http://bbqchicken.com.my/,https://myfave.com/kedah/partners/bbq-chicken-4e6633c5-bc0f-44eb-bf2e-ae749b8dfb2a,,Malaysia,Kedah,3.099281,101.734688,true
BBQ Chicken (Auto City),"1825-G1, Jalan Perusahaan, Auto City

14000 Penang, Malaysia",https://www.facebook.com/BBQ-Chicken-Auto-City-937215393097607/,https://myfave.com/kedah/partners/bbq-chicken-auto-city,,Malaysia,Kedah,5.3379019,100.4293872,true
BBQ Nights,"Wisma Rohas, Pure Circle, Jalan P.Ramlee, 50450 KL",https://www.facebook.com/bbqnightskl,https://myfave.com/kedah/partners/bbq-nights,,Malaysia,Kedah,3.154648,101.708569,true
BBQ Nights @ Intermark,"Lower Concourse Floor, The Intermark International Food Hall, The Intermark Mall, Jalan Tun Abdul Razak, Ampang 50400 KL",,https://myfave.com/kedah/partners/bbq-nights-intermark,,Malaysia,Kedah,3.160913,101.720277,true
BBQ Town,,https://www.facebook.com/pages/BBQ-TOWN/810604849053745?sk=timeline,https://myfave.com/kedah/partners/bbq-town,,Malaysia,Kedah,,,false
BC Beauty Saloon,,,https://myfave.com/kedah/partners/bc-beauty-saloon,,Malaysia,Kedah,,,false
BDS Secret Beauty,,https://www.facebook.com/GuinotSignatureSalonPenangFarlim,https://myfave.com/kedah/partners/bds-secret-beauty,,Malaysia,Kedah,,,false
Beagle Mania,,,https://myfave.com/kedah/partners/beagle-mania,,Malaysia,Kedah,,,false
BeanGo Cafe,"Ground Floor, Lot 11896, Block 11, Tabuan Stutong Commercial Centre, 93350, Kuching, Sarawak",https://www.facebook.com/BeanGoCafe/,https://myfave.com/kedah/partners/beango-cafe,,Malaysia,Kedah,1.519715,110.380234,true
Beans And Yogurt,,https://www.facebook.com/beansandyogurt/,https://myfave.com/kedah/partners/beans-and-yogurt,,Malaysia,Kedah,,,false
Bean Search Expert,,,https://myfave.com/kedah/partners/bean-search-expert,,Malaysia,Kedah,,,false
Beans & Meat,,https://www.facebook.com/BEANSANDMEAT/,https://myfave.com/kedah/partners/beans-meat,,Malaysia,Kedah,,,false
Beans N Beans Citta Mall,,http://www.beansnbeans.com.my/,https://myfave.com/kedah/partners/beans-n-beans-citta-mall,,Malaysia,Kedah,,,false
Beans N Beans Uptown,,http://www.beansnbeans.com.my,https://myfave.com/kedah/partners/beans-n-beans-uptown,,Malaysia,Kedah,,,false
Bear Inn,"No A-G-1, INTAN BUSINESS CENTRE, 1 LEBOH MEDAN IPOH (179.75 km) 31400 Ipoh, Perak",https://www.facebook.com/Bear-Inn-1044417835690175/,https://myfave.com/kedah/partners/bear-inn,,Malaysia,Kedah,4.61467,101.12209,true
Beastie Hair Salon,,https://beastiehair.com/,https://myfave.com/kedah/partners/beastie-hair-salon,,Malaysia,Kedah,,,false
Beatelogy Lounge,,,https://myfave.com/kedah/partners/beatelogy-lounge,,Malaysia,Kedah,,,false
Beau Clinic,,,https://myfave.com/kedah/partners/beau-clinic,,Malaysia,Kedah,,,false
Beaueast Brow Art & Skin Aesthetics,,https://www.facebook.com/pages/Beaueast-Embroidery-Aesthetic/283711898453164?sk=info&tab=page_info,https://myfave.com/kedah/partners/beaueast-brow-art-skin-aesthetics,,Malaysia,Kedah,,,false
BeauMedic,,,https://myfave.com/kedah/partners/beaumedic,,Malaysia,Kedah,,,false
Beaupearl Cosmetology,,https://www.facebook.com/slimlife.easecox,https://myfave.com/kedah/partners/beaupearl-cosmetology,,Malaysia,Kedah,,,false
Beaurospa Beauty Centre,,https://www.facebook.com/Beaurospa-Beauty-Centre-1092308837590550/?ref=br_rs,https://myfave.com/kedah/partners/beaurospa-beauty-centre,,Malaysia,Kedah,,,false
Beauskin Boutique Salon,,https://www.facebook.com/pages/Beauskin-Boutique-Salon/697709060259871,https://myfave.com/kedah/partners/beauskin-boutique-salon,,Malaysia,Kedah,,,false
